,P_score,predict,real,stock_name,stock_code,Date
0,89.83,P0,M0,GV,45890,2020-10-08
0,74.87,P0,P0,SK디스커버리,6120,2020-10-08
0,66.73,P0,M0,케이피엠테크,42040,2020-10-08
0,92.73,P0,P0,삼보산업,9620,2020-10-07
0,84.95,P0,M0,에이비프로바이오,195990,2020-10-07
0,83.09,P0,P0,에코마케팅,230360,2020-10-07
0,80.7,P0,P0,에스에프에이,56190,2020-10-07
0,76.99,P0,P0,NI스틸,8260,2020-10-07
0,78.1,P0,P0,좋은사람들,33340,2020-10-06
0,76.3,P0,P0,이수페타시스,7660,2020-10-06
0,71.18,P0,M0,아이진,185490,2020-10-06
0,70.45,P0,M0,키움증권,39490,2020-10-06
0,69.25,P0,P0,프리엠스,53160,2020-10-06
0,94.43,P0,P0,코스온,69110,2020-10-05
0,90.83,P0,M0,일신바이오,68330,2020-10-05
0,80.92,P0,M0,LG화학,51910,2020-10-05
0,76.09,P0,P0,유니셈,36200,2020-10-05
0,75.72,P0,K0,세코닉스,53450,2020-10-05
0,87.61,P0,P0,형지I&C,11080,2020-09-29
0,81.16,P0,P0,한창제지,9460,2020-09-29
0,79.2,P0,M0,하나금융지주,86790,2020-09-29
0,74.15,P0,P0,웅진씽크빅,95720,2020-09-29
0,73.62,P0,P0,지엔코,65060,2020-09-29
0,100.0,P0,K0,NI스틸,8260,2020-10-16
0,91.67,P0,M0,테스나,131970,2020-10-16
0,88.15,P0,M0,씨에스윈드,112610,2020-10-16
0,83.97,P0,M0,KD,44180,2020-10-16
0,81.56,P0,P0,전파기지국,65530,2020-10-16
0,89.06,P0,M1,화인베스틸,133820,2020-10-15
0,85.13,P0,P0,이글벳,44960,2020-10-15
0,83.92,P0,M0,현대바이오,48410,2020-10-15
0,80.85,P0,P0,엘아이에스,138690,2020-10-15
0,79.35,P0,M0,신세계,4170,2020-10-15
0,92.63,P0,P0,형지엘리트,93240,2020-10-14
0,89.1,P0,M0,이아이디,93230,2020-10-14
0,85.68,P0,M0,대한광통신,10170,2020-10-14
0,74.89,P0,P0,에이텍,45660,2020-10-14
0,72.32,P0,P1,KMH,122450,2020-10-14
0,83.61,P0,M0,필옵틱스,161580,2020-10-13
0,79.16,P0,P0,녹십자엠에스,142280,2020-10-13
0,79.16,P0,M0,대림산업,210,2020-10-13
0,78.47,P0,M0,원익큐브,14190,2020-10-13
0,77.52,P0,M0,OCI,10060,2020-10-13
0,100.0,P0,M0,진원생명과학,11000,2020-10-12
0,92.72,P0,M0,레고켐바이오,141080,2020-10-12
0,92.36,P0,M0,현대바이오랜드,52260,2020-10-12
0,89.56,P0,P0,F&F,7700,2020-10-12
0,78.56,P0,P0,오리엔트바이오,2630,2020-10-12
0,100.0,P0,M0,인콘,083640,2020-10-23
0,83.91,P0,M0,옵트론텍,082210,2020-10-23
0,80.1,P0,M0,모트렉스,118990,2020-10-23
0,78.88,P1,P0,유니온머티리얼,047400,2020-10-23
0,76.22,P0,P0,에이펙스인텍,207490,2020-10-23
0,100.0,P0,M0,삼양통상,002170,2020-10-22
0,92.56,P0,M0,지엠비코리아,013870,2020-10-22
0,88.69,P0,M0,한국큐빅,021650,2020-10-22
0,80.97,P0,M0,켐트로스,220260,2020-10-22
0,79.4,P0,M0,엠에스씨,009780,2020-10-22
0,92.46,P0,K0,오리엔트바이오,002630,2020-10-21
0,91.26,P0,K0,덱스터,206560,2020-10-21
0,86.91,P0,P0,DSR제강,069730,2020-10-21
0,84.93,P0,M0,동방선기,099410,2020-10-21
0,83.9,P0,P0,WI,073570,2020-10-21
0,100.0,P0,K0,한솔홀딩스,004150,2020-10-20
0,95.08,P0,M0,모트렉스,118990,2020-10-20
0,94.38,P0,K0,한빛소프트,047080,2020-10-20
0,93.69,P0,M0,에이티세미콘,089530,2020-10-20
0,89.56,P0,P0,하이비젼시스템,126700,2020-10-20
0,100.0,P0,P0,현대바이오,048410,2020-10-19
0,100.0,P0,M0,전파기지국,065530,2020-10-19
0,96.97,P0,K0,동우팜투테이블,088910,2020-10-19
0,95.15,P0,M0,금호석유,011780,2020-10-19
0,93.63,P0,M0,하이비젼시스템,126700,2020-10-19
