,date,open,high,low,close,volume,pattern1
0,2019-11-20,9900,10450,8090,8290,2166493,M15
1,2019-11-21,8400,10750,8310,10750,6395650,P11
2,2019-11-22,11500,13250,11000,11750,8858103,P05
3,2019-11-25,11650,12350,11000,11350,2032433,M05
4,2019-11-26,11250,11400,10800,11050,919436,M05
5,2019-11-27,10850,14350,10750,12950,10577291,P15
6,2019-11-28,13000,15350,12450,13200,8286760,P05
7,2019-11-29,13000,14750,12150,12400,3386586,M05
8,2019-12-02,12400,13600,11150,11400,2185027,M05
9,2019-12-03,11500,11750,10650,10950,741808,M05
10,2019-12-04,11000,11600,10750,11100,695842,P05
11,2019-12-05,11150,11350,9950,10200,594751,M05
12,2019-12-06,10150,10400,9770,9880,442502,M05
13,2019-12-09,9950,9970,9350,9440,162199,M05
14,2019-12-10,9410,10900,9230,9730,2072157,P05
15,2019-12-11,9730,9730,9300,9360,193696,M01
16,2019-12-12,9360,9530,9240,9290,113068,M05
17,2019-12-13,9380,10600,9330,9910,1185779,P05
18,2019-12-16,10050,12750,10050,10900,3309910,P04
19,2019-12-17,11150,11650,10800,11050,946841,M05
20,2019-12-18,11100,11700,10900,11600,645081,P05
21,2019-12-19,11500,11650,11150,11400,208938,M05
22,2019-12-20,11400,11650,10650,10650,259513,M03
23,2019-12-23,10550,11000,10200,10250,150727,M05
24,2019-12-24,10200,11400,10200,10500,573901,P04
25,2019-12-26,10500,11250,10500,11100,340681,P03
26,2019-12-27,11100,11400,10900,11100,222175,K00
27,2019-12-30,11150,11450,11050,11200,98627,K00
28,2020-01-02,11350,11700,10950,11000,221095,M05
29,2020-01-03,11300,11900,10800,11450,334003,P05
30,2020-01-06,11200,11350,10900,10950,180657,M05
31,2020-01-07,10850,11250,10800,10800,126706,M04
32,2020-01-08,10650,10650,10000,10100,163110,M01
33,2020-01-09,10450,10550,10250,10400,62845,M05
34,2020-01-10,10400,11050,10400,10700,65183,P03
35,2020-01-13,10800,11050,10600,10750,110239,M05
36,2020-01-14,10750,10800,10350,10400,122490,M05
37,2020-01-15,10450,10550,10000,10100,182704,M05
38,2020-01-16,10200,10300,9980,10200,115961,K00
39,2020-01-17,10200,10250,9990,9990,60226,M03
40,2020-01-20,9990,10100,9870,9950,66081,M05
41,2020-01-21,9940,10000,9630,9630,91748,M03
42,2020-01-22,9650,9770,9600,9620,27250,M05
43,2020-01-23,9620,9690,9490,9500,39665,M05
44,2020-01-28,9200,9490,9000,9450,48743,P05
45,2020-01-29,9450,9700,9370,9440,19642,M05
46,2020-01-30,9440,9570,9300,9430,34024,M05
47,2020-01-31,9320,9470,9060,9060,28109,M03
48,2020-02-03,8850,9130,8500,8840,55822,M05
49,2020-02-04,8940,9050,8810,8870,24600,M05
50,2020-02-05,8900,9030,8600,8780,15029,M05
51,2020-02-06,8770,8950,8740,8840,31333,P05
52,2020-02-07,8900,9000,8760,8900,20262,K00
53,2020-02-10,8940,9500,8920,9120,67706,P05
54,2020-02-11,9050,9210,9050,9140,14215,P03
55,2020-02-12,9170,9250,9060,9250,17251,P01
56,2020-02-13,9250,9340,9080,9240,17955,M05
57,2020-02-14,9240,9240,9050,9130,9590,M01
58,2020-02-17,9130,9290,8890,9000,24957,M05
59,2020-02-18,9000,9000,8710,8800,39231,M01
60,2020-02-19,8760,9030,8290,8790,17481,K00
61,2020-02-20,8810,8810,8290,8560,47238,M01
62,2020-02-21,8550,8550,8200,8240,27792,M01
63,2020-02-24,8070,8200,7600,7700,83363,M05
64,2020-02-25,7630,7810,7600,7710,27405,P05
65,2020-02-26,7490,7600,7420,7430,36290,M05
66,2020-02-27,7430,7500,7170,7300,34967,M05
67,2020-02-28,7100,7180,6620,6680,58375,M05
68,2020-03-02,6830,6840,6600,6630,48773,M05
69,2020-03-03,6870,6970,6760,6800,30082,M05
70,2020-03-04,6790,7180,6610,7170,30720,P05
71,2020-03-05,7180,7470,7180,7300,46231,P03
72,2020-03-06,7240,7450,7010,7240,12441,K00
73,2020-03-09,7040,7450,6760,6830,33979,M05
74,2020-03-10,6610,6830,6550,6740,38205,P05
75,2020-03-11,6620,6730,6330,6350,53925,M05
76,2020-03-12,6300,6550,5350,5430,166329,M15
77,2020-03-13,4800,4990,3995,4605,237082,M05
78,2020-03-16,4685,4825,4500,4500,95293,M03
79,2020-03-17,4275,4700,4105,4670,49138,P05
80,2020-03-18,4610,4995,4600,4670,113851,P05
81,2020-03-19,4670,4800,4220,4420,26426,M05
82,2020-03-20,4400,4720,4175,4680,54433,P05
83,2020-03-23,4315,4670,4200,4480,32850,P05
84,2020-03-24,4500,4610,4355,4600,47633,P05
85,2020-03-25,4695,5150,4695,4980,72898,P03
86,2020-03-26,5010,5260,5000,5170,58886,P05
87,2020-03-27,5350,5540,5060,5390,121470,P05
88,2020-03-30,5110,5620,4915,5560,78458,P05
89,2020-03-31,5570,5810,5330,5430,79724,M05
90,2020-04-01,5500,5530,5180,5190,44597,M05
91,2020-04-02,5070,5310,5070,5310,29604,P00
92,2020-04-03,5310,5420,5140,5280,27115,M05
93,2020-04-06,5300,5300,5110,5260,47962,M02
94,2020-04-07,5350,5440,5230,5400,81379,P05
95,2020-04-08,5410,5470,5320,5420,48606,K00
96,2020-04-09,5500,5560,5340,5450,54035,M05
97,2020-04-10,5460,5460,5190,5370,84248,M02
98,2020-04-13,5390,5390,5090,5090,54450,M00
99,2020-04-14,5140,5280,5090,5200,30605,P05
100,2020-04-16,5200,5250,5050,5180,23541,M05
101,2020-04-17,5180,6560,5150,6030,1725481,P15
102,2020-04-20,6040,6300,5950,6120,347490,P05
103,2020-04-21,6120,6280,5750,6140,197010,K00
104,2020-04-22,6130,6520,5960,6460,277180,P05
105,2020-04-23,6570,7550,6410,6790,512089,P05
106,2020-04-24,6780,7030,6440,6450,151824,M05
107,2020-04-27,6550,6830,6550,6700,83243,P03
108,2020-04-28,6720,6850,6610,6650,54617,M05
109,2020-04-29,6660,7420,6650,7300,1046136,P05
110,2020-05-04,7150,7310,7100,7190,115312,P05
111,2020-05-06,7280,7490,7190,7330,106695,P05
112,2020-05-07,7330,7400,7170,7320,69168,M05
113,2020-05-08,7400,7400,7240,7300,37519,M01
114,2020-05-11,7260,7380,7130,7200,66390,M05
115,2020-05-12,7210,7270,7100,7210,50273,K00
116,2020-05-13,7050,7220,7050,7200,29073,P03
117,2020-05-14,7080,7200,6900,6950,37674,M05
118,2020-05-15,6950,7180,6750,6800,45938,M05
119,2020-05-18,6810,6980,6650,6730,37681,M05
120,2020-05-19,6830,6910,6650,6840,37340,K00
121,2020-05-20,6840,6910,6730,6890,15632,P05
122,2020-05-21,6980,7190,6850,7080,70785,P05
123,2020-05-22,7010,7170,6970,7080,29367,P05
