,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2020-07-23,40000,48350,34250,34300,4603499,M15,,,U03
1,2020-07-24,32000,32450,28900,29100,857245,M05,M10M05,,D04
2,2020-07-27,28600,30500,28500,28700,377149,K02,M00K02,M10K02,D04
3,2020-07-28,29050,29750,28000,28400,204316,M05,K00M05,S08M05,U04
4,2020-07-29,29000,30700,28500,29400,394736,P05,M00P05,S07P05,D04
5,2020-07-30,30350,30350,29100,29400,175198,M01,P00M01,S01M01,U04
6,2020-07-31,29400,30100,28800,28950,151880,M05,M00M05,S03M05,U04
7,2020-08-03,28850,29150,28150,28150,120266,M03,M00M03,M10M03,U04
8,2020-08-04,28250,28750,28000,28000,83712,M04,M00M04,M10M04,U04
9,2020-08-05,28600,30450,28450,28850,423994,P05,M00P05,M10P05,U04
10,2020-08-06,29150,30450,29100,29400,213079,P05,P00P05,S01P05,U04
11,2020-08-07,29450,31100,29000,30350,258313,P05,P00P05,P10P05,U04
12,2020-08-10,30700,32950,30550,32850,439453,P05,P00P05,P10P05,D04
13,2020-08-11,33400,38300,32950,36250,1006712,P05,P00P05,P10P05,D04
14,2020-08-12,36300,36350,33100,33650,315207,M05,P00M05,P10M05,D04
15,2020-08-13,33950,34000,31600,31600,269984,M03,M00M03,S03M03,U04
16,2020-08-14,31600,33400,31500,32000,138943,P05,M00P05,M10P05,U03
17,2020-08-18,31700,31700,29150,29350,132609,M01,P00M01,S00M01,U04
18,2020-08-19,29400,30800,29400,30100,62799,P03,M00P03,S07P03,U04
19,2020-08-20,30100,30100,28000,28550,112071,M01,P00M01,S01M01,D04
20,2020-08-21,29000,30200,28800,29450,78257,P05,M00P05,S07P05,U04
21,2020-08-24,30000,31150,29000,30750,114468,P05,P00P05,S01P05,U04
22,2020-08-25,31000,31700,30300,30400,121334,M05,P00M05,P10M05,U04
23,2020-08-26,30400,30700,29650,29850,92059,M05,M00M05,S03M05,U04
24,2020-08-27,29850,31500,29500,31200,148221,P05,M00P05,M10P05,U04
25,2020-08-28,31800,31800,30550,30550,96676,M00,P00M00,S02M00,D04
26,2020-08-31,30950,31200,30000,30300,80454,M05,M00M05,S03M05,U04
27,2020-09-01,30750,31200,30300,30350,89993,M05,M00M05,M10M05,U04
28,2020-09-02,30600,31550,30300,31500,160271,P05,M00P05,M10P05,U04
29,2020-09-03,31850,32350,31200,32000,145118,K00,P00K00,S01K00,U04
30,2020-09-04,30200,33450,30150,33300,309673,P15,K00P15,P10P15,D04
31,2020-09-07,34050,35950,33300,33500,485495,M05,P10M05,P10M05,D04
32,2020-09-08,33400,36200,32750,35550,577797,P05,M00P05,S05P05,D04
33,2020-09-09,35000,36150,34350,35500,206352,P05,P00P05,S02P05,D04
34,2020-09-10,36250,39000,35100,36050,752267,M05,P00M05,P10M05,U04
35,2020-09-11,36000,36000,33550,34150,420837,M01,M00M01,S05M01,D04
36,2020-09-14,34000,34950,33950,34050,111287,K02,M00K02,M10K02,D04
37,2020-09-15,34100,34150,32800,33400,140626,M05,K00M05,S08M05,U04
38,2020-09-16,33400,34150,32750,33750,142825,P05,M00P05,S07P05,U04
39,2020-09-17,33550,33600,32650,32700,78309,M05,P00M05,S00M05,D04
40,2020-09-18,32850,33500,32650,33100,56015,P05,M00P05,S07P05,D04
41,2020-09-21,33000,33500,31150,31350,112264,M05,P00M05,S01M05,D04
42,2020-09-22,31400,34400,30900,32650,248785,P05,M00P05,S07P05,T01
43,2020-09-23,32800,33150,31100,31550,70298,M05,P00M05,S01M05,U04
44,2020-09-24,30700,30700,29500,29600,156257,M01,M00M01,S03M01,D04
45,2020-09-25,29600,29950,29250,29750,59140,P05,M00P05,M10P05,U04
46,2020-09-28,30300,33900,29900,31050,306209,P05,P00P05,S00P05,U04
47,2020-09-29,31700,32600,31000,31700,116787,K00,P00K00,P10K00,U04
48,2020-10-05,32050,34100,32050,33350,310229,P03,K00P03,P10P03,D04
49,2020-10-06,33300,33800,32800,33350,102212,K00,P00K00,P10K00,U04
50,2020-10-07,33100,33600,32950,33400,73091,P05,K00P05,P10P05,D04
51,2020-10-08,33600,36950,33400,36000,1267722,P05,P00P05,S04P05,U04
52,2020-10-12,36400,38050,35500,37800,593841,P05,P00P05,P10P05,U04
53,2020-10-13,38300,40000,37050,37050,652155,M03,P00M03,P10M03,U04
54,2020-10-14,38750,41900,38200,39400,952452,P05,M00P05,S03P05,T01
55,2020-10-15,39300,39900,37800,39600,380409,P05,P00P05,S01P05,D04
56,2020-10-16,40100,40200,37450,37900,247365,M05,P00M05,P10M05,D04
57,2020-10-19,37500,37700,35100,35400,237853,M05,M00M05,S07M05,D04
58,2020-10-20,34800,36550,34800,36500,156686,P03,M00P03,M10P03,D04
59,2020-10-21,37400,37400,35800,36150,89893,M01,P00M01,S00M01,U04
60,2020-10-22,35950,36300,34500,34500,138329,M03,M00M03,S03M03,D04
61,2020-10-23,34700,34750,33250,33250,162781,M03,M00M03,M10M03,U03
62,2020-10-26,33250,33600,31550,31700,160218,M05,M00M05,M10M05,U04
63,2020-10-27,31350,33500,31050,33100,132586,P05,M00P05,M10P05,D04
64,2020-10-28,33300,34400,33250,34100,75117,P05,P00P05,S00P05,U04
65,2020-10-29,33200,34950,32950,34700,110138,P05,P00P05,P10P05,D04
66,2020-10-30,34250,34850,33750,33950,73209,M05,P00M05,P10M05,U04
67,2020-11-02,33950,34600,33500,34400,46371,P05,M00P05,S06P05,D04
68,2020-11-03,34500,35000,34200,34400,73077,M05,P00M05,S02M05,U04
69,2020-11-04,34550,34700,33800,34050,68860,M05,M00M05,S03M05,U04
70,2020-11-05,33950,37300,33950,36550,273139,P03,M00P03,M10P03,U04
71,2020-11-06,37450,38100,35750,36650,205648,M05,P00M05,S02M05,U04
72,2020-11-09,36700,37000,35850,35900,97706,M05,M00M05,S05M05,U01
73,2020-11-10,36050,36100,34950,36100,73817,K01,,,
74,2020-11-11,35750,36200,35200,35600,63421,M05,,,
75,2020-11-12,35300,35900,34800,35000,51948,M05
76,2020-11-13,-1,-1,-1,-1,-1,P10
