날짜,시가,고가,저가,종가,거래량
2012-07-04,290178,299805,286511,289262,122779
2012-07-05,294762,299346,293387,296138,88490
2012-07-06,296137,296137,288344,292012,47342
2012-07-09,286052,287428,280093,286970,63022
2012-07-10,287886,290178,285594,287886,31623
2012-07-11,287886,287886,282385,286053,28523
2012-07-12,286052,286052,270466,273217,115806
2012-07-13,270008,277801,264507,274134,85371
2012-07-16,273217,274592,267257,268633,44479
2012-07-17,263590,267716,261756,265424,79984
2012-07-18,266340,266799,255797,258548,81153
2012-07-19,259464,261298,253963,255339,123806
2012-07-20,255338,255797,250754,255797,106252
2012-07-23,254880,257172,251671,254880,53642
2012-07-24,252129,257172,251671,256714,42680
2012-07-25,253046,259464,251212,257631,41276
2012-07-26,256255,258089,253046,253505,36367
2012-07-27,257172,259922,254880,257631,32798
2012-07-30,258547,264507,256714,259006,40692
2012-07-31,260381,265882,259006,265882,58429
2012-08-01,263131,266799,257630,261757,50750
2012-08-02,261298,270466,260381,266341,51020
2012-08-03,261298,265423,260381,261298,28011
2012-08-06,265882,270924,265882,267716,56812
2012-08-07,267716,276425,266340,274134,58723
2012-08-08,275050,278259,270924,274134,69373
2012-08-09,274133,285594,273675,282844,92309
2012-08-10,279634,286511,278718,284678,48702
2012-08-13,281468,285594,281010,283302,34873
2012-08-14,284219,290178,283760,289262,53686
2012-08-16,290636,292929,287428,288803,39742
2012-08-17,287886,292470,281010,285136,53978
2012-08-20,290636,292012,286052,292012,46714
2012-08-21,293387,297513,292470,294763,47725
2012-08-22,294762,297054,287886,292471,40226
2012-08-23,289261,296596,286969,295680,39844
2012-08-24,292470,294304,289720,291095,34636
2012-08-27,295221,302097,293387,300264,63492
2012-08-28,300263,302097,296137,298430,34421
2012-08-29,301638,301638,293845,296138,30231
2012-08-30,292470,294304,286511,293387,81321
2012-08-31,292929,295221,288344,292929,40474
2012-09-03,289261,292470,286511,288803,37688
2012-09-04,287886,289720,286511,286511,47834
2012-09-05,284219,286052,279176,282844,77900
2012-09-06,282843,282843,275509,276426,60203
2012-09-07,279176,282385,276884,280552,53182
2012-09-10,280551,283760,278259,281469,35185
2012-09-11,281468,282385,275967,279176,30860
2012-09-12,280093,282843,277801,281010,52129
2012-09-13,281010,284219,278718,283302,44576
2012-09-14,288344,295221,285135,294304,101263
2012-09-17,291095,297513,290178,296138,58524
2012-09-18,297054,297054,288344,292929,48090
2012-09-19,293387,296137,290636,293387,47899
2012-09-20,293387,296596,292012,292471,29330
2012-09-21,294762,301180,293387,299805,45063
2012-09-24,298888,302555,296137,301181,38544
2012-09-25,302555,302555,295221,298888,43945
2012-09-26,298888,300722,294304,298888,63653
2012-09-27,296137,297971,291095,294763,60984
2012-09-28,294762,296137,291095,293387,44070
2012-10-02,291553,293387,289261,290179,25807
2012-10-04,292929,292929,287886,289262,26520
2012-10-05,290178,294304,287428,289262,45155
2012-10-08,288803,290178,285594,287428,39108
2012-10-09,290178,293387,287886,292471,32051
2012-10-10,290178,298430,290178,297055,85924
2012-10-11,298430,305764,293845,305306,110415
2012-10-12,305764,314474,303472,311724,78689
2012-10-15,311265,323643,306223,317684,91632
2012-10-16,317683,318600,308515,311724,69886
2012-10-17,309890,313557,308056,311266,47428
2012-10-18,318600,323184,313099,314933,49625
2012-10-19,313557,316308,310807,311724,29577
2012-10-22,309432,313099,304847,310807,45421
2012-10-23,310807,318600,307598,316308,43567
2012-10-24,313557,320434,309890,316308,38358
2012-10-25,314016,319058,309890,313099,31646
2012-10-26,310348,314474,303931,309890,51163
2012-10-29,310348,312640,306681,312641,30572
2012-10-30,311724,312640,305306,308057,36845
2012-10-31,308056,313099,306681,309432,34464
2012-11-01,308973,313557,308056,311266,29985
2012-11-02,312182,316308,309890,312641,25928
2012-11-05,313557,314016,304389,311724,40706
2012-11-06,308515,314016,308515,314016,26121
2012-11-07,316308,316308,311265,313558,25141
2012-11-08,312640,312640,303472,311266,52648
2012-11-09,304847,306681,297054,305765,51598
2012-11-12,305764,307139,299805,305765,29924
2012-11-13,308515,321350,305306,312641,99684
2012-11-14,311724,319058,310348,315391,64049
2012-11-15,311265,312640,303931,307598,72073
2012-11-16,305306,307598,300263,304848,47360
2012-11-19,300263,308515,300263,303473,16834
2012-11-20,303472,319058,303472,318142,76522
2012-11-21,317225,321350,315849,319976,56032
2012-11-22,319975,330060,319975,329602,91746
2012-11-23,329602,330060,325018,325477,50704
2012-11-26,324559,330060,323184,328686,48446
2012-11-27,330060,330977,319975,321809,42084
2012-11-28,322267,328227,316308,326394,29887
2012-11-29,327768,329144,319517,328686,45154
2012-11-30,325476,330060,323643,328686,52960
2012-12-03,325476,329144,320434,329144,41397
2012-12-04,324559,334186,324559,327310,31861
2012-12-05,327310,330977,324101,329602,41101
2012-12-06,327310,331436,326851,330061,35964
2012-12-07,328227,330060,323184,327769,35996
2012-12-10,325476,326851,321809,322726,33068
2012-12-11,322267,325935,320892,325477,31032
2012-12-12,323184,328227,323184,328227,32764
2012-12-13,326393,336937,326393,336937,81126
2012-12-14,337395,339687,333269,335103,57900
2012-12-17,338312,338770,334186,336479,36401
2012-12-18,338770,341062,335561,339229,40695
2012-12-20,343354,343354,332352,339688,71819
2012-12-21,341979,342438,337395,340146,56579
2012-12-24,339229,339687,333269,334645,35561
2012-12-26,336020,344730,333269,344272,73230
2012-12-27,347022,347022,339229,345189,41847
2012-12-28,346563,346563,342896,345647,47520
2013-01-02,345647,352981,343813,351148,41652
2013-01-03,355273,358024,350231,353899,67414
2013-01-04,356190,359399,352981,359400,55121
2013-01-07,359858,360774,354815,359400,33055
2013-01-08,359399,359399,343813,347939,66460
2013-01-09,349314,349314,341521,342897,38746
2013-01-10,342896,352981,342896,351148,46357
2013-01-11,353898,354357,344730,348398,31053
2013-01-14,352981,353440,347022,351148,37312
2013-01-15,348855,355273,348855,353440,36321
2013-01-16,357565,357565,350689,352982,41794
2013-01-17,352981,355273,351606,352065,27314
2013-01-18,352064,353898,348397,353440,49107
2013-01-21,351148,356649,348855,356649,48760
2013-01-22,353440,355273,341062,343813,87707
2013-01-23,343813,343813,330519,332811,116544
2013-01-24,332811,339229,332352,336020,49520
2013-01-25,336478,336937,327768,336020,53730
2013-01-28,332811,338770,331894,337396,37186
2013-01-29,335561,342438,335561,338771,38458
2013-01-30,340604,342438,332811,335103,32451
2013-01-31,337853,341521,334645,341521,46272
2013-02-01,338312,341979,336937,340604,34422
2013-02-04,341979,353898,339229,352065,108320
2013-02-05,354815,363983,352064,361233,154999
2013-02-06,361233,366734,358024,365817,83791
2013-02-07,370860,370860,356649,361692,67397
2013-02-08,361233,366734,356649,365817,42553
2013-02-12,362150,363983,358941,360775,16056
2013-02-13,360774,362608,356190,362609,30093
2013-02-14,363066,364900,358482,361692,30214
2013-02-15,362150,363983,352523,353899,68088
2013-02-18,353898,354815,345647,350231,52423
2013-02-19,351606,352064,346563,347481,39531
2013-02-20,349772,353898,348397,352065,76797
2013-02-21,352523,354815,349314,352523,56253
2013-02-22,350231,357565,348397,357566,48673
2013-02-25,355273,358482,352523,358483,35686
2013-02-26,358024,358024,351148,355732,36364
2013-02-27,357565,357565,348855,352982,36035
2013-02-28,355732,358941,351606,356649,69666
2013-03-04,358024,361691,353898,354357,59520
2013-03-05,352981,354357,348856,351607,49816
2013-03-06,349772,353898,346563,348398,55052
2013-03-07,347939,349314,344730,348398,42448
2013-03-08,346563,355732,345188,355732,53504
2013-03-11,354357,361233,354357,360316,52053
2013-03-12,357107,362150,354815,361233,29920
2013-03-13,360774,364900,358024,363067,35985
2013-03-14,363066,363983,359858,363984,28128
2013-03-15,365817,365817,355273,360775,44057
2013-03-18,357565,364900,356649,357566,33382
2013-03-19,360774,360774,352523,356649,46730
2013-03-20,352981,357107,352523,352523,34542
2013-03-21,353898,355732,350231,352523,31906
2013-03-22,349772,353440,349772,350690,35644
2013-03-25,352981,358024,350689,356649,42179
2013-03-26,357107,358024,351148,352523,44915
2013-03-27,354815,358941,348397,358483,42131
2013-03-28,356190,362608,356190,360775,31534
2013-03-29,364442,377277,361233,374986,97899
2013-04-01,375444,378653,373152,373152,34348
2013-04-02,372235,374527,367651,369943,29753
2013-04-03,373152,374068,362608,373152,49224
2013-04-04,370401,371776,363066,366276,33616
2013-04-05,359858,365817,359858,364442,40762
2013-04-08,363983,363983,355273,358024,45234
2013-04-09,356190,366275,356190,365817,35878
2013-04-10,368567,368567,359858,363525,33454
2013-04-11,363525,367651,360774,367651,32365
2013-04-12,364442,376819,364442,374986,46377
2013-04-15,371776,375902,370401,372235,34003
2013-04-16,374527,381403,370401,380487,73873
2013-04-17,377277,380945,372693,377736,47529
2013-04-18,374069,380945,367651,369026,42537
2013-04-19,371776,375902,369026,375444,38902
2013-04-22,371318,375444,366734,371777,38969
2013-04-23,368567,371776,360774,365817,42787
2013-04-24,365817,380486,365817,380487,53601
2013-04-25,382320,385070,370401,374527,45865
2013-04-26,370860,379569,370860,376361,36423
2013-04-29,375902,380486,372235,380028,36529
2013-04-30,378653,380945,372235,376819,54742
2013-05-02,373610,375902,366734,370860,42156
2013-05-03,370401,370860,361233,361692,55825
2013-05-06,364900,369484,363525,368568,44802
2013-05-07,366734,374985,366734,372235,40283
2013-05-08,369943,372235,362150,367193,57469
2013-05-09,366734,368109,364442,366734,47532
2013-05-10,363525,363525,341979,343813,223882
2013-05-13,344730,350689,341521,348398,63163
2013-05-14,346563,351606,344271,350231,77038
2013-05-15,347939,352981,338770,343813,108181
2013-05-16,345188,348397,337853,340146,105156
2013-05-20,336937,343813,335561,341521,75851
2013-05-21,341521,343813,336937,340146,59964
2013-05-22,341062,343354,330060,330061,122212
2013-05-23,331436,332811,322267,325018,99047
2013-05-24,326851,332352,325018,328686,68858
2013-05-27,328685,330977,324559,328227,42206
2013-05-28,327768,337395,327768,336937,59480
2013-05-29,336020,337395,332811,333270,43222
2013-05-30,333269,342896,333269,335103,48141
2013-05-31,337853,342896,335103,335103,56464
2013-06-03,334645,338312,331436,333728,42521
2013-06-04,333728,340604,331894,340604,54701
2013-06-05,339687,339687,330060,332353,51935
2013-06-07,335561,338770,323643,326394,63982
2013-06-10,327310,335561,325935,331895,33449
2013-06-11,329144,333728,324101,330061,40505
2013-06-12,328685,338312,328685,335103,26317
2013-06-13,334645,337853,326851,327310,52937
2013-06-14,329602,335103,326393,328227,43828
2013-06-17,331436,337395,328685,335103,42824
2013-06-18,335103,341062,332352,337854,46464
2013-06-19,337853,339687,336478,338312,29636
2013-06-20,338770,339229,333728,335103,41381
2013-06-21,334186,334186,322726,325477,56290
2013-06-24,323643,325476,315391,315391,41010
2013-06-25,314474,319975,311265,316308,37301
2013-06-26,312182,316766,305764,315850,59291
2013-06-27,314474,325476,314474,321809,40057
2013-06-28,321809,331436,316308,325477,73485
2013-07-01,320434,329144,317683,325935,42156
2013-07-02,325935,325935,319058,319059,36834
2013-07-03,319058,321809,314016,315850,30956
2013-07-04,315849,328227,315849,327769,37487
2013-07-05,327768,336020,327310,335562,37187
2013-07-08,335561,335561,322267,326394,44042
2013-07-09,328227,338312,327310,333728,50269
2013-07-10,336478,341521,330977,334645,68804
2013-07-11,341062,341062,333728,341063,27421
2013-07-12,338312,341979,335103,341063,32134
2013-07-15,338770,341521,332352,338312,23409
2013-07-16,338312,339687,326393,330978,43291
2013-07-17,330977,333728,320434,326852,85421
2013-07-18,327310,327310,313099,317684,89863
2013-07-19,317683,320892,316308,317225,30988
2013-07-22,319058,320892,315391,317225,37686
2013-07-23,314474,321809,314474,321809,45379
2013-07-24,319975,325935,319975,324101,33938
2013-07-25,321350,324101,319975,320434,34638
2013-07-26,319517,324559,319058,322726,27367
2013-07-29,320892,321809,315849,317684,39185
2013-07-30,318600,319975,316308,319517,24699
2013-07-31,319517,322726,317683,322268,42959
2013-08-01,320434,323643,317683,322726,47780
2013-08-02,322267,326851,322267,325018,44595
2013-08-05,326851,327310,320892,324560,19067
2013-08-06,322726,324101,320892,323643,27656
2013-08-07,324101,324101,316308,316767,39618
2013-08-08,316766,321350,316766,318142,29787
2013-08-09,316308,319058,312182,313099,50931
2013-08-12,317683,330060,316766,325935,75840
2013-08-13,326393,328685,320892,326394,46648
2013-08-14,325476,326393,321350,323643,47232
2013-08-16,319975,332811,318600,325477,34039
2013-08-19,322267,325018,315849,317225,60429
2013-08-20,315849,318141,313099,314933,48254
2013-08-21,315849,316308,309890,312183,52503
2013-08-22,309432,311265,307139,308057,33024
2013-08-23,308056,310807,307139,308515,53059
2013-08-26,308973,314474,308973,312183,31027
2013-08-27,310807,314933,310807,314016,52516
2013-08-28,309432,313557,308515,311724,41042
2013-08-29,311724,314474,310807,311724,46586
2013-08-30,313099,313557,309890,312183,45609
2013-09-02,312641,321809,312182,319517,46504
2013-09-03,319975,326393,319517,324101,69841
2013-09-04,325476,327310,323643,326852,28978
2013-09-05,326851,334645,325476,333728,65482
2013-09-06,333728,335103,327768,330978,45363
2013-09-09,330060,337395,330060,336937,39640
2013-09-10,334645,339229,332352,339229,54873
2013-09-11,336020,342438,336020,342438,31417
2013-09-12,342438,343813,337395,341063,52658
2013-09-13,348397,348397,335561,338771,51708
2013-09-16,338770,343355,333728,335562,36813
2013-09-17,335561,342438,335561,341063,53027
2013-09-23,342896,350689,341521,350231,102096
2013-09-24,350689,352523,345647,350231,70737
2013-09-25,346563,352523,346105,350690,46415
2013-09-26,347480,350689,345647,346105,63219
2013-09-27,348397,362150,346563,360316,84794
2013-09-30,358941,359858,348855,348856,54569
2013-10-01,349314,357565,349314,354357,26283
2013-10-02,357565,359858,353898,357108,30489
2013-10-04,352064,362608,352064,354815,41745
2013-10-07,352981,356190,347480,351148,28564
2013-10-08,349772,350231,340146,344730,69824
2013-10-10,348397,357565,347022,356191,58148
2013-10-11,356190,363983,353440,362150,46954
2013-10-14,359399,360774,351606,358024,39110
2013-10-15,355732,364900,355732,363984,35029
2013-10-16,364900,365817,356190,359400,32386
2013-10-17,361233,365817,358941,364442,30937
2013-10-18,362150,365359,360774,365359,21503
2013-10-21,363066,366734,359399,366734,25661
2013-10-22,366734,371318,365817,371318,38702
2013-10-23,368567,372235,361233,365817,47313
2013-10-24,367651,370401,362608,366276,31144
2013-10-25,365817,369943,356190,360316,34029
2013-10-28,355732,363983,355273,360775,30348
2013-10-29,362608,366734,359858,363984,26237
2013-10-30,362608,368567,360774,368568,24659
2013-10-31,364442,369484,364442,369026,22264
2013-11-01,366734,367651,350689,352982,54569
2013-11-04,352981,354357,348397,350690,26373
2013-11-05,348855,355273,348397,354815,27032
2013-11-06,352981,359858,352523,358941,25780
2013-11-07,358024,359858,349772,355732,23845
2013-11-08,350689,355273,346563,351148,24539
2013-11-11,351148,351148,336478,338312,48145
2013-11-12,336937,342438,332811,334645,61163
2013-11-13,336937,341979,334645,341063,33769
2013-11-14,338770,345188,336478,341063,39194
2013-11-15,342896,350689,341521,345647,21569
2013-11-18,346105,355732,346105,350690,34152
2013-11-19,352523,357107,347022,352982,59697
2013-11-20,348397,350689,341062,346564,61623
2013-11-21,343813,344271,340604,343355,20484
2013-11-22,344730,345647,340604,342897,18522
2013-11-25,343354,350231,342896,345647,19380
2013-11-26,343354,351148,340146,347939,21801
2013-11-27,349772,351148,346563,351148,23110
2013-11-28,352981,359399,352523,358024,40726
2013-11-29,356649,364900,356649,359400,56253
2013-12-02,358024,365359,358024,361692,27240
2013-12-03,357565,364442,353898,357566,35726
2013-12-04,353898,358941,351606,352523,32624
2013-12-05,352981,359858,351148,355732,41480
2013-12-06,354815,359399,352523,355274,25399
2013-12-09,362150,362150,357107,359400,17789
2013-12-10,357565,360774,355273,357566,21505
2013-12-11,357565,358482,350689,353440,27508
2013-12-12,350231,353898,348397,350690,29786
2013-12-13,352523,355273,347480,351148,33109
2013-12-16,349314,353898,349314,352065,24906
2013-12-17,355732,357565,350231,354815,26079
2013-12-18,354815,360316,354357,356191,31480
2013-12-19,361691,361691,350689,352065,25077
2013-12-20,355273,358941,351606,356191,33605
2013-12-23,357565,360774,355732,359400,28198
2013-12-24,358941,363983,358482,362609,25568
2013-12-26,363983,369484,362608,367193,39182
2013-12-27,367192,369943,362150,364901,32344
2013-12-30,362608,373152,362608,370402,82190
2014-01-02,373610,382778,370401,372235,101221
2014-01-03,370401,373152,363983,365359,43952
2014-01-06,363066,374068,360774,371318,34921
2014-01-07,367651,377277,362608,375903,39085
2014-01-08,371776,374068,365817,369485,26689
2014-01-09,366275,369484,363983,363984,36703
2014-01-10,366734,369484,360774,368568,21391
2014-01-13,365359,376361,365359,369026,30725
2014-01-14,367192,369943,357565,360316,46039
2014-01-15,360774,361691,354357,361233,33707
2014-01-16,363525,363525,355732,358483,44339
2014-01-17,357565,358941,349314,356191,47858
2014-01-20,353440,355732,347939,349314,42869
2014-01-21,349314,350689,346563,348398,36449
2014-01-22,348397,351148,347939,350231,19595
2014-01-23,351606,351606,338312,345647,73861
2014-01-24,342896,345188,332352,338312,66899
2014-01-27,334186,340604,331894,336937,47942
2014-01-28,334645,341979,334645,340604,29123
2014-01-29,339687,347022,338312,346564,41965
2014-02-03,341062,341062,332811,339229,50759
2014-02-04,339229,339229,334186,335103,48770
2014-02-05,338770,345647,336020,345189,28737
2014-02-06,343813,345647,340146,342897,27940
2014-02-07,332811,333269,312640,318142,253863
2014-02-10,318600,319517,313557,315850,88202
2014-02-11,318141,319517,312640,314016,79444
2014-02-12,314933,318141,313557,314016,39486
2014-02-13,314474,317225,308056,308974,78565
2014-02-14,309432,315849,309432,312641,44610
2014-02-17,315391,318142,312641,315850,44983
2014-02-18,315849,316308,310807,315391,44500
2014-02-19,313557,314933,309890,313099,56733
2014-02-20,311724,313557,309890,311724,31038
2014-02-21,311265,312182,308973,311724,56920
2014-02-24,311265,312182,309890,311724,25802
2014-02-25,312640,315391,311265,315391,34343
2014-02-26,315391,316766,312640,312641,59107
2014-02-27,313099,314474,312640,314016,41037
2014-02-28,313099,313557,309432,309432,72543
2014-03-03,308973,313557,308515,311724,41121
2014-03-04,311265,314016,304389,306223,71683
2014-03-05,308056,309890,307139,308057,34837
2014-03-06,306681,310348,306223,306223,25702
2014-03-07,306223,309432,304389,304848,30056
2014-03-10,306223,308056,301638,301639,24502
2014-03-11,302555,303931,299805,302556,21226
2014-03-12,301180,302555,297054,297513,31836
2014-03-13,297971,298888,291553,291554,58311
2014-03-14,290636,295679,289720,291554,30611
2014-03-17,291553,296596,286969,294304,26738
2014-03-18,296596,298430,293387,297513,21219
2014-03-19,296137,297513,291553,292929,49084
2014-03-20,292929,292929,286511,288345,41594
2014-03-21,289261,293387,288803,291554,28323
2014-03-24,291553,294762,291553,293387,19393
2014-03-25,292012,298430,291553,298430,32905
2014-03-26,298430,301180,295679,297055,44308
2014-03-27,298430,303472,294762,301639,46151
2014-03-28,299805,306681,299346,305765,43840
2014-03-31,305764,307139,303472,307140,45571
2014-04-01,305306,306681,302097,304848,56342
2014-04-02,302555,304847,300722,303014,53247
2014-04-03,301180,304389,295679,298430,67845
2014-04-04,298430,300263,296596,297972,49332
2014-04-07,297054,302097,297054,301181,32396
2014-04-08,297971,300722,295679,298430,48012
2014-04-09,298888,302555,297054,302556,55798
2014-04-10,303014,307139,303014,307140,42492
2014-04-11,303014,309432,301638,308057,36401
2014-04-14,306223,307139,303472,304848,44356
2014-04-15,303472,305306,302555,304389,26468
2014-04-16,303472,304389,295679,296596,81920
2014-04-17,296137,298430,294304,297055,28124
2014-04-18,297513,299805,296596,297513,27868
2014-04-21,298888,298888,296596,297055,23103
2014-04-22,297971,298430,296137,296138,19373
2014-04-23,297054,298430,293387,294763,42830
2014-04-24,294762,297054,293845,295221,39102
2014-04-25,293845,296596,289261,289720,78512
2014-04-28,289720,292929,289720,290637,18435
2014-04-29,290636,295221,290636,292471,15530
2014-04-30,292012,296137,292012,293387,24423
2014-05-02,293387,294762,290636,293387,33901
2014-05-07,292470,299346,291553,294763,52936
2014-05-08,294762,295679,288344,290637,47021
2014-05-09,288803,291553,287886,291554,24303
2014-05-12,289261,289720,275967,278718,95197
2014-05-13,277342,284219,274592,281010,54376
2014-05-14,281010,281468,278259,279635,63574
2014-05-15,279634,285135,279176,281927,39475
2014-05-16,281926,284219,280093,283761,27949
2014-05-19,283760,286511,282843,285136,40185
2014-05-20,283760,285594,281010,283761,26092
2014-05-21,282385,284219,280551,282844,20104
2014-05-22,281927,286052,281927,286053,29169
2014-05-23,286052,287886,284219,287428,32229
2014-05-26,286052,286052,281927,282385,38550
2014-05-27,282843,282843,276884,277343,47086
2014-05-28,276884,280093,276425,277801,41647
2014-05-29,277342,278259,273675,274134,46237
2014-05-30,274133,276425,271383,273217,51471
2014-06-02,273675,275509,271841,271842,20065
2014-06-03,270924,271383,265882,268633,66010
2014-06-05,266340,269549,263131,266799,50033
2014-06-09,266340,275050,264965,275051,33102
2014-06-10,275050,279634,274133,275968,37286
2014-06-11,278259,278259,273217,275968,28713
2014-06-12,275967,277801,272758,275968,28301
2014-06-13,276425,276884,274133,276884,26818
2014-06-16,276425,276884,272758,275051,25848
2014-06-17,274133,275509,274133,275051,19388
2014-06-18,276425,276425,270924,272300,23185
2014-06-19,274592,275509,269549,270467,25523
2014-06-20,271383,271383,264507,264966,51129
2014-06-23,265423,267716,263590,267716,33223
2014-06-24,265882,271841,265423,270008,24170
2014-06-25,270008,274133,268174,270467,29410
2014-06-26,272758,279634,270466,279635,55313
2014-06-27,280093,281468,276884,280093,44979
2014-06-30,280551,282843,278259,282844,39194
2014-07-01,280093,281010,275050,275509,30373
2014-07-02,276425,276884,273217,276884,39186
2014-07-03,276884,276884,270924,270925,48106
2014-07-04,272300,274592,270924,272300,26100
2014-07-07,274133,274592,270008,270925,46381
2014-07-08,271383,273217,270008,273217,31402
2014-07-09,272300,273217,270924,272300,15277
2014-07-10,272758,273217,269549,270008,38896
2014-07-11,269091,270008,266340,268174,27821
2014-07-14,268174,270008,266799,270008,23064
2014-07-15,270466,272758,267716,269550,40013
2014-07-16,268632,272300,268632,272300,20736
2014-07-17,273217,273675,269549,272300,39295
2014-07-18,270466,270924,265882,265882,39829
2014-07-21,266799,267716,261756,262673,44574
2014-07-22,261756,264048,260381,264049,33359
2014-07-23,265423,273675,265423,271842,78488
2014-07-24,273217,281468,271841,279176,140044
